4.787109603	0.026506024
13.38460639	0.084337349
27.68744882	0.191566265
34.81401333	0.255421687
41.97274535	0.306024096
46.25979647	0.339759036
52.02947713	0.362650602
59.26424143	0.381927711
66.50193005	0.4
76.66101298	0.414457831
91.18610364	0.430120482
112.995672	0.444578313
137.7207861	0.457831325
162.4605217	0.465060241
197.3915078	0.473493976
232.3254182	0.480722892
278.909814	0.487951807
329.8631419	0.495180723
385.1883261	0.501204819
465.2707919	0.507228916
513.3202714	0.510843373
565.7386829	0.514457831
612.334776	0.51686747
653.1056264	0.519277108
696.7920225	0.520481928
744.8415019	0.524096386
797.2657621	0.525301205
858.424962	0.527710843
905.0239794	0.528915663
973.467657	0.530120482
1047.736577	0.531325301
1092.87636	0.53373494
1138.021991	0.53373494
